City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
156,atuona,clear sky,PF,1614179976,76,-9.8,-139.0333,26.2,4.83
157,zhigansk,scattered clouds,RU,1614208723,80,66.7697,123.3711,-35.13,1.72
159,bluff,clear sky,NZ,1614190536,66,-46.6,168.3333,15.56,3.58
160,tasiilaq,overcast clouds,GL,1614160822,68,65.6145,-37.6368,-4,1.03
161,mar del plata,mist,AR,1614158987,94,-38.0023,-57.5575,19.44,1.54
162,victoria,light rain,HK,1614206886,89,22.2855,114.1577,20,0.45
163,christchurch,overcast clouds,NZ,1614189761,63,-43.5333,172.6333,19,4.63
165,ushuaia,broken clouds,AR,1614160005,70,-54.8,-68.3,6,11.83
166,jumla,clear sky,NP,1614214875,47,29.2747,82.1838,6.83,1.34
167,erzin,clear sky,TR,1614226304,38,36.9559,36.2,12.78,2.68
168,reforma,clear sky,MX,1614169567,62,18.1,-91.0167,24.4,2.98
169,santa marta,few clouds,CO,1614165251,65,11.2408,-74.199,29,5.14
170,hobart,broken clouds,AU,1614195891,71,-42.8794,147.3294,13.33,4.63
171,kaitangata,clear sky,NZ,1614190200,60,-46.2817,169.8464,14.44,4.47
172,cape town,clear sky,ZA,1614227454,68,-33.9258,18.4232,19.44,5.66
173,bredasdorp,overcast clouds,ZA,1614227030,82,-34.5322,20.0403,17,2.5
174,tuktoyaktuk,few clouds,CA,1614184675,67,69.4541,-133.0374,-39,1.54
175,lagoa,clear sky,PT,1614241815,67,39.05,-27.9833,12.75,8.49
176,new norfolk,overcast clouds,AU,1614195964,70,-42.7826,147.0587,13.89,1.79
177,kapaa,light rain,US,1614186123,73,22.0752,-159.319,24,7.72
178,bonfim,scattered clouds,BR,1614161508,70,3.0833,-59.95,26.56,4.85
179,sitka,mist,US,1614182787,80,57.0531,-135.33,2,11.32
180,limon,clear sky,CR,1614167320,80,10,-83.0333,24.67,0.93
181,atuona,clear sky,PF,1614179976,76,-9.8,-139.0333,26.2,4.83
182,cape town,clear sky,ZA,1614227454,68,-33.9258,18.4232,19.44,5.66
184,jamestown,overcast clouds,US,1614167985,87,42.097,-79.2353,3.33,9.77
185,mataura,broken clouds,NZ,1614190444,66,-46.1927,168.8643,15.56,3.58
186,punta arenas,broken clouds,CL,1614160842,73,-53.15,-70.9167,7.99,5.25
187,olinda,scattered clouds,BR,1614155044,78,-8.0089,-34.8553,26,2.06
188,hamilton,few clouds,US,1614169066,57,39.1834,-84.5333,7,6.69
189,yellowknife,few clouds,CA,1614178562,77,62.456,-114.3525,-23.33,2.06
190,bluff,clear sky,NZ,1614190536,66,-46.6,168.3333,15.56,3.58
191,berlevag,overcast clouds,NO,1614232479,95,70.8578,29.0864,-2.82,10.04
192,vaini,light rain,TO,1614274591,74,-21.2,-175.2,28,4.12
193,san patricio,few clouds,US,1614171572,83,28.017,-97.5169,23,7.2
194,baykit,few clouds,RU,1614214178,81,61.67,96.37,-30.32,1.45
195,harwich,overcast clouds,GB,1614235757,72,51.9419,1.2844,10.56,2.24
196,the valley,few clouds,AI,1614162865,73,18.217,-63.0578,25.56,6.69
197,dikson,overcast clouds,RU,1614221291,89,73.5069,80.5464,-27.06,5.04
198,arraial do cabo,scattered clouds,BR,1614156109,92,-22.9661,-42.0278,24.33,1.93
199,tiksi,overcast clouds,RU,1614208929,85,71.6872,128.8694,-30.16,1.84
200,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
201,avarua,light rain,CK,1614184461,83,-21.2078,-159.775,28,5.14
202,kapaa,light rain,US,1614186123,73,22.0752,-159.319,24,7.72
203,saint george,clear sky,US,1614175907,22,37.1041,-113.5841,12,13.89
204,molokovo,overcast clouds,RU,1614227945,99,58.1661,36.7628,-0.66,5.51
205,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
206,albany,overcast clouds,US,1614166756,43,42.6001,-73.9662,7.22,4.53
207,hobart,broken clouds,AU,1614195891,71,-42.8794,147.3294,13.33,4.63
208,borgo san lorenzo,clear sky,IT,1614232692,87,43.9553,11.3835,12.22,1.54
209,ushuaia,broken clouds,AR,1614160005,70,-54.8,-68.3,6,11.83
210,kavieng,overcast clouds,PG,1614197104,72,-2.5744,150.7967,29,5.45
211,thompson,scattered clouds,CA,1614173650,77,55.7435,-97.8558,-23,1.02
212,hermanus,scattered clouds,ZA,1614227230,94,-34.4187,19.2345,14.44,4.41
213,ardakan,sand,IR,1614221781,45,32.31,54.0175,5,8.75
215,longyearbyen,light snow,SJ,1614240311,80,78.2186,15.6401,1,5.66
216,bredasdorp,overcast clouds,ZA,1614227030,82,-34.5322,20.0403,17,2.5
218,new norfolk,overcast clouds,AU,1614195964,70,-42.7826,147.0587,13.89,1.79
219,cherskiy,overcast clouds,RU,1614200172,96,68.75,161.3,-30.31,2.24
220,hobart,broken clouds,AU,1614195891,71,-42.8794,147.3294,13.33,4.63
221,saskylakh,clear sky,RU,1614212557,81,71.9167,114.0833,-34.94,3.2
222,matagami,overcast clouds,CA,1614168193,91,49.7502,-77.6328,-20.46,3.57
223,punta arenas,broken clouds,CL,1614160842,73,-53.15,-70.9167,7.99,5.25
224,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
225,saint-philippe,clear sky,RE,1614219134,53,-21.3585,55.7679,25,4.12
226,bambous virieux,broken clouds,MU,1614218703,94,-20.3428,57.7575,24,1.54
227,severo-kurilsk,overcast clouds,RU,1614198532,93,50.6789,156.125,-2.9,4.1
228,cap malheureux,clear sky,MU,1614218753,78,-19.9842,57.6142,23.33,1.34
229,cayenne,overcast clouds,GF,1614159754,89,4.9333,-52.3333,26,5.14
230,pangoa,overcast clouds,PE,1614164030,95,-12.1167,-73,21.11,1.13
231,petrolina,overcast clouds,BR,1614156342,52,-9.3986,-40.5008,28.32,5.3
232,karaton,scattered clouds,ID,1614207682,83,-6.3424,106.1045,28,5.66
233,salantai,overcast clouds,LT,1614231328,93,56.0667,21.5667,5,2.06
234,mataura,broken clouds,NZ,1614190444,66,-46.1927,168.8643,15.56,3.58
235,yellowknife,few clouds,CA,1614178562,77,62.456,-114.3525,-23.33,2.06
236,hermanus,scattered clouds,ZA,1614227230,94,-34.4187,19.2345,14.44,4.41
237,bambanglipuro,overcast clouds,ID,1614206616,75,-7.95,110.2833,27.93,1.68
238,bluff,clear sky,NZ,1614190536,66,-46.6,168.3333,15.56,3.58
239,tuktoyaktuk,few clouds,CA,1614184675,67,69.4541,-133.0374,-39,1.54
240,hasaki,scattered clouds,JP,1614201146,29,35.7333,140.8333,7.78,2.06
241,punta arenas,broken clouds,CL,1614160842,73,-53.15,-70.9167,7.99,5.25
242,sabha,broken clouds,LY,1614231020,43,27.0377,14.4283,10.13,3.65
243,vao,clear sky,NC,1614192253,80,-22.6667,167.4833,25.91,7.26
244,tessalit,clear sky,ML,1614233938,16,20.1986,1.0114,14.07,5.07
245,long beach,clear sky,US,1614176823,72,33.767,-118.1892,17.22,1.54
246,charters towers,clear sky,AU,1614197466,43,-20.1,146.2667,30.79,4.71
247,longyearbyen,light snow,SJ,1614240311,80,78.2186,15.6401,1,5.66
248,igarka,broken clouds,RU,1614217701,84,67.4667,86.5833,-34.33,0.82
249,ouadda,overcast clouds,CF,1614228324,17,8.0777,22.4007,21.88,3.89
250,vaini,light rain,TO,1614274591,74,-21.2,-175.2,28,4.12
251,kapaa,light rain,US,1614186123,73,22.0752,-159.319,24,7.72
252,youghal,scattered clouds,IE,1614237947,93,51.95,-7.8506,5.56,4.12
254,busselton,clear sky,AU,1614204198,63,-33.65,115.3333,23.33,0.89
255,ushuaia,broken clouds,AR,1614160005,70,-54.8,-68.3,6,11.83
256,cerritos,few clouds,US,1614176798,82,33.8583,-118.0648,17,2.57
257,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
258,port alfred,light rain,ZA,1614225441,95,-33.5906,26.891,18.33,0.45
259,bereslavka,clear sky,RU,1614225217,71,48.6254,44.0449,-17,3
260,limon,clear sky,CR,1614167320,80,10,-83.0333,24.67,0.93
262,kokopo,light rain,PG,1614196683,71,-4.352,152.2633,28.97,6.09
263,koson,scattered clouds,UZ,1614219380,45,39.0375,65.585,-9,1.03
264,kaitangata,clear sky,NZ,1614190200,60,-46.2817,169.8464,14.44,4.47
265,punta arenas,broken clouds,CL,1614160842,73,-53.15,-70.9167,7.99,5.25
266,albany,overcast clouds,US,1614166756,43,42.6001,-73.9662,7.22,4.53
267,hithadhoo,overcast clouds,MV,1614215830,77,-0.6,73.0833,27.92,4.59
268,ussel,clear sky,FR,1614234980,50,45.55,2.3167,6.67,0.89
269,duku,clear sky,NG,1614232644,20,11.2361,4.9073,22.16,2.15
271,jamestown,overcast clouds,US,1614167985,87,42.097,-79.2353,3.33,9.77
272,mataura,broken clouds,NZ,1614190444,66,-46.1927,168.8643,15.56,3.58
273,qaanaaq,overcast clouds,GL,1614173962,86,77.484,-69.3632,-10.85,2.63
274,griffith,clear sky,US,1614169910,86,41.5284,-87.4237,0,2.87
275,cape coast,clear sky,GH,1614233885,84,5.1053,-1.2466,26.5,4.68
276,dingle,broken clouds,PH,1614204380,69,10.9995,122.6711,28.37,4.22
277,hobart,broken clouds,AU,1614195891,71,-42.8794,147.3294,13.33,4.63
278,mataura,broken clouds,NZ,1614190444,66,-46.1927,168.8643,15.56,3.58
279,east london,light rain,ZA,1614225229,76,-33.0153,27.9116,19.82,2.67
280,ushuaia,broken clouds,AR,1614160005,70,-54.8,-68.3,6,11.83
281,chokurdakh,overcast clouds,RU,1614203978,88,70.6333,147.9167,-28.9,2.47
283,tasiilaq,overcast clouds,GL,1614160822,68,65.6145,-37.6368,-4,1.03
284,roald,few clouds,NO,1614235940,81,62.5833,6.1333,8.89,4.63
285,general roca,clear sky,AR,1614161324,68,-39.0333,-67.5833,21,1.46
286,jinhua,clear sky,CN,1614205881,69,29.1078,119.6547,18.99,1.6
287,mataura,broken clouds,NZ,1614190444,66,-46.1927,168.8643,15.56,3.58
288,kulhudhuffushi,overcast clouds,MV,1614216111,66,6.6221,73.07,27.47,2.52
289,salalah,clear sky,OM,1614221073,56,17.0151,54.0924,21,1.03
290,mar del plata,mist,AR,1614158987,94,-38.0023,-57.5575,19.44,1.54
291,sept-iles,scattered clouds,CA,1614165537,86,50.2001,-66.3821,-1.11,3.09
292,albany,overcast clouds,US,1614166756,43,42.6001,-73.9662,7.22,4.53
293,san cristobal,scattered clouds,VE,1614164638,91,7.7669,-72.225,19.24,0.75
294,pevek,overcast clouds,RU,1614198306,88,69.7008,170.3133,-28.26,1.63
295,tuktoyaktuk,few clouds,CA,1614184675,67,69.4541,-133.0374,-39,1.54
296,sao jose da coroa grande,scattered clouds,BR,1614155078,82,-8.8978,-35.1478,25.71,2.68
297,ushuaia,broken clouds,AR,1614160005,70,-54.8,-68.3,6,11.83
298,busselton,clear sky,AU,1614204198,63,-33.65,115.3333,23.33,0.89
299,hermanus,scattered clouds,ZA,1614227230,94,-34.4187,19.2345,14.44,4.41
300,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
301,avarua,light rain,CK,1614184461,83,-21.2078,-159.775,28,5.14
302,wanning,overcast clouds,CN,1614207640,76,18.8003,110.3967,24.41,3.34
303,ribeira grande,broken clouds,PT,1614241956,63,38.5167,-28.7,12.89,7.85
304,castro,overcast clouds,BR,1614157936,95,-24.7911,-50.0119,17.89,1.95
305,anadyr,clear sky,RU,1614195320,77,64.75,177.4833,-23.89,3
306,marzuq,clear sky,YE,1614222797,42,14.4,46.4667,16.55,1.81
307,hermanus,scattered clouds,ZA,1614227230,94,-34.4187,19.2345,14.44,4.41
308,khatanga,broken clouds,RU,1614215347,97,71.9667,102.5,-30.7,3.49
309,xingcheng,few clouds,CN,1614206259,71,40.6167,120.7167,-0.82,6.23
310,la crosse,clear sky,US,1614170981,64,43.8014,-91.2396,0.56,4.12
311,new norfolk,overcast clouds,AU,1614195964,70,-42.7826,147.0587,13.89,1.79
313,albany,overcast clouds,US,1614166756,43,42.6001,-73.9662,7.22,4.53
314,chulym,clear sky,RU,1614216989,87,55.0997,80.9572,-26.14,4.92
315,butaritari,overcast clouds,KI,1614192045,78,3.0707,172.7902,27.58,8.96
316,mehamn,overcast clouds,NO,1614232839,96,71.0357,27.8492,-0.95,7.11
317,guerrero negro,broken clouds,MX,1614175538,66,27.9769,-114.0611,15.72,5.3
318,hobart,broken clouds,AU,1614195891,71,-42.8794,147.3294,13.33,4.63
319,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
320,ha tinh,clear sky,VN,1614208699,72,18.3333,105.9,23.73,1.93
321,monte azul paulista,overcast clouds,BR,1614157795,86,-20.9072,-48.6414,21.9,0.99
322,edd,broken clouds,ER,1614223924,87,13.9297,41.6925,24.4,6.67
323,puerto ayora,overcast clouds,EC,1614168654,90,-0.7393,-90.3518,26.67,4.02
324,saint-philippe,clear sky,RE,1614219134,53,-21.3585,55.7679,25,4.12
325,rikitea,moderate rain,PF,1614178415,76,-23.1203,-134.9692,27.02,13.12
328,east london,light rain,ZA,1614225229,76,-33.0153,27.9116,19.82,2.67
331,saint-philippe,clear sky,RE,1614219134,53,-21.3585,55.7679,25,4.12
332,edd,broken clouds,ER,1614223924,87,13.9297,41.6925,24.4,6.67
